69/69logo_small;69LOGO_SMALL
evil6_floors/e6launchengine_masked;E6LAUNCHENGINE_
evil6_floors/e6launchlfloor;E6LAUNCHLFLOO00
evil6_floors/e6smallgrtflr2bl;E6SMALLGRTFLR2B
evil6_floors/e6tekmtlrflr;E6TEKMTLRFLR00
evil6_floors/e6tekmtlrflr_h;E6TEKMTLRFLR_00
evil6_floors/e6xgratebasic;E6XGRATEBASIC00
evil6_floors/e6xgratebasic_b;E6XGRATEBASIC_B
evil6_floors/klzsnow;KLZSNOW
evil6_floors/klzsnw_lt;KLZSNW_LT
evil6_floors/klzsnw_tr;KLZSNW_TR
evil6_floors/klzt_wood;KLZT_WOOD
evil6_lights/e6basicstrip_blue;E6BASICSTRIP_BL
evil6_lights/e6basicstrip_green;E6BASICSTRIP_GR
evil6_lights/e6basicstrip_orange;E6BASICSTRIP_OR
evil6_lights/e6basicstrip_red;E6BASICSTRIP_RE
evil6_lights/e6basicstrip_white;E6BASICSTRIP_WH
evil6_lights/e6basicstrip_yellow;E6BASICSTRIP_YE
evil6_lights/e6horzlight;E6HORZLIGHT
evil6_lights/e6horzovallight;E6HORZOVALLIGHT
evil6_lights/e6horzovallight_a;E6HORZOVALLIG00
evil6_lights/e6mtltpnl_light;E6MTLTPNL_LIG00
evil6_lights/e6platelight;E6PLATELIGHT
evil6_lights/e6platelight_burnt;E6PLATELIGHT_BU
evil6_lights/e6tinylight;E6TINYLIGHT00
evil6_lights/e6v_light;E6V_LIGHT00
evil6_lights/e6walllight;E6WALLLIGHT00
evil6_support/e6h_support;E6H_SUPPORT
evil6_support/e6holestrip;E6HOLESTRIP
evil6_support/e6n_support;E6N_SUPPORT
evil6_support/e6panelsym;E6PANELSYM00
evil6_support/e6q3support;E6Q3SUPPORT00
evil6_support/e6vertgrt_supp;E6VERTGRT_SUP00
evil6_support/e6vlight_supp;E6VLIGHT_SUPP
evil6_support/e6vpanel;E6VPANEL
evil6_support/e6vpanelsupprt;E6VPANELSUPPRT
evil6_support/e6wallsupprt;E6WALLSUPPRT00
evil6_support/e6x_supprt;E6X_SUPPRT00
evil6_support/e6xrst_supprt;E6XRST_SUPPRT00
evil6_trims/e6basegrate;E6BASEGRATE
evil6_trims/e6basegrt_smll;E6BASEGRT_SML00
evil6_trims/e6boltstrip;E6BOLTSTRIP00
evil6_trims/e6btrim_light;E6BTRIM_LIGHT
evil6_trims/e6dtrimnd;E6DTRIMND00
evil6_trims/e6metalfan;E6METALFAN00
evil6_trims/e6metalfan_blade;E6METALFAN_BL00
evil6_trims/e6strimlight;E6STRIMLIGHT00
evil6_trims/e6supptrim;E6SUPPTRIM
evil6_trims/e6supptrim128;E6SUPPTRIM128
evil6_trims/e6symbol_a;E6SYMBOL_A00
evil6_trims/e6symbol_b;E6SYMBOL_B00
evil6_trims/e6symbol_c;E6SYMBOL_C00
evil6_trims/e6symbol_d;E6SYMBOL_D00
evil6_trims/e6trim_basic128;E6TRIM_BASIC100
evil6_trims/e6trim_bsrlight;E6TRIM_BSRLIG00
evil6_trims/e6trim_light;E6TRIM_LIGHT
evil6_trims/e6trim_ltb;E6TRIM_LTB00
evil6_walls/b_rock;B_ROCK
evil6_walls/e6cyb0rpipes;E6CYB0RPIPES00
evil6_walls/e6girdergrate;E6GIRDERGRATE
evil6_walls/e6girdergrate2b;E6GIRDERGRATE2B
evil6_walls/e6girdersupport;E6GIRDERSUPPORT
evil6_walls/e6gridergrtwll;E6GRIDERGRTWL00
evil6_walls/e6indsdoor;E6INDSDOOR
evil6_walls/e6panelgrill;E6PANELGRILL
evil6_walls/e6simpwallsupp;E6SIMPWALLSUP04
evil6_walls/e6simpwallsupp_rst;E6SIMPWALLSUP05
evil6_walls/e6tdoor;E6TDOOR
evil8_base/e8_base1;E8_BASE1
evil8_base/e8_base1b;E8_BASE1B00
evil8_base/e8_base1c;E8_BASE1C
evil8_base/e8base_blue;E8BASE_BLUE
evil8_base/e8base_red;E8BASE_RED
evil8_base/e8crete_blue;E8CRETE_BLUE
evil8_base/e8crete_red;E8CRETE_RED
evil8_base/e8crete01;E8CRETE01
evil8_base/e8crete03;E8CRETE03
evil8_base/e8crete03_blue;E8CRETE03_BLU00
evil8_base/e8crete03_red;E8CRETE03_RED00
evil8_base/e8creteold_blue;E8CRETEOLD_BLUE
evil8_base/e8creteold_red;E8CRETEOLD_RED
evil8_base/e8metal_blue;E8METAL_BLUE00
evil8_base/e8metal_red;E8METAL_RED00
evil8_base/e8metal01;E8METAL01
evil8_base/e8metal03b;E8METAL03B
evil8_base/e8metal03c;E8METAL03C
evil8_base/e8metal03c_blue;E8METAL03C_BLUE
evil8_base/e8metal03c_red;E8METAL03C_RED
evil8_floor/e8clangfloor;E8CLANGFLOOR
evil8_floor/e8clangfloor01;E8CLANGFLOOR01
evil8_floor/e8clangfloor03;E8CLANGFLOOR03
evil8_floor/e8clangfloor04;E8CLANGFLOOR04
evil8_floor/e8clangfloor04_blue;E8CLANGFLOOR04_
evil8_floor/e8clangfloor04_red;E8CLANGFLOOR001
evil8_floor/e8clangfloor04b;E8CLANGFLOOR04B
evil8_floor/e8clangfloor04warn;E8CLANGFLOOR04W
evil8_floor/e8clangfloor04warn2;E8CLANGFLOOR000
evil8_floor/e8clangfloor05;E8CLANGFLOOR05
evil8_floor/e8clangfloor05b;E8CLANGFLOOR05B
evil8_floor/e8clangfloor05c;E8CLANGFLOOR05C
evil8_floor/e8clangfloor05step;E8CLANGFLOOR05S
evil8_floor/e8clangwarnmix;E8CLANGWARNMIX
evil8_floor/e8clangwarnmix_b;E8CLANGWARNMIX_
evil8_floor/e8clangwarnmix_c;E8CLANGWARNMI00
evil8_floor/e8crete01stair1;E8CRETE01STAIR1
evil8_floor/e8crete03fadedwarn;E8CRETE03FADEDW
evil8_floor/e8cretefloor_tile;E8CRETEFLOOR_00
evil8_floor/e8cretefloor01;E8CRETEFLOOR01
evil8_floor/e8cretefloor01b;E8CRETEFLOOR01B
evil8_floor/e8cretefloor01c;E8CRETEFLOOR01C
evil8_floor/e8cretefloor02;E8CRETEFLOOR02
evil8_floor/e8spacecrete;E8SPACECRETE
evil8_floor/e8warn2steplight;E8WARN2STEPLIGH
evil8_floor/e8warning128;E8WARNING128
evil8_floor/e8warning2;E8WARNING2
evil8_floor/e8warning256;E8WARNING256
evil8_floor/e8warning2step;E8WARNING2STEP
evil8_fx/e8_jumppad02;E8_JUMPPAD0200
evil8_fx/e8_launchpad1;E8_LAUNCHPAD102
evil8_fx/e8alphaspawn;E8ALPHASPAWN
evil8_fx/e8beam;E8BEAM
evil8_fx/e8beam_blue;E8BEAM_BLUE
evil8_fx/e8blue_dcl;E8BLUE_DCL00
evil8_fx/e8circle_blue;E8CIRCLE_BLUE
evil8_fx/e8circle_red;E8CIRCLE_RED
evil8_fx/e8evilspacetxt;E8EVILSPACETXT
evil8_fx/e8icon_blue;E8ICON_BLUE
evil8_fx/e8icon_red;E8ICON_RED
evil8_fx/e8jump_spawn01;E8JUMP_SPAWN01
evil8_fx/e8jumpspawn02;E8JUMPSPAWN02
evil8_fx/e8jumpspawn02b;E8JUMPSPAWN02B
evil8_fx/e8jumpspawn02c;E8JUMPSPAWN02C
evil8_fx/e8rail;E8RAIL
evil8_fx/e8red_dcl;E8RED_DCL00
evil8_fx/e8scuffs1;E8SCUFFS1
evil8_fx/e8spawn01b;E8SPAWN01B
evil8_fx/e8stars;E8STARS
evil8_fx/e8yarrow;E8YARROW
evil8_grate/e8bgrate01;E8BGRATE01
evil8_grate/e8xgirder;E8XGIRDER
evil8_grate/e8xgirder_small;E8XGIRDER_SMALL
evil8_grate/e8xgirder_small2;E8XGIRDER_SMA00
evil8_lights/e8_rlight;E8_RLIGHT00
evil8_lights/e8_rlightb;E8_RLIGHTB
evil8_lights/e8_rlightb2;E8_RLIGHTB2
evil8_lights/e8btrimlight;E8BTRIMLIGHT
evil8_lights/e8minitrimlight;E8MINITRIMLIGHT
evil8_lights/e8tinylight;E8TINYLIGHT
evil8_lights/e8tinylightblue;E8TINYLIGHTBL00
evil8_lights/e8tmtllight;E8TMTLLIGHT
evil8_lights/e8tmtllight2;E8TMTLLIGHT2
evil8_lights/e8tmtllight2b;E8TMTLLIGHT2B
evil8_lights/e8trimlight;E8TRIMLIGHT
evil8_trim/e8_btrim01;E8_BTRIM01
evil8_trim/e8_btrim01b;E8_BTRIM01B
evil8_trim/e8_btrim02;E8_BTRIM02
evil8_trim/e8_btrim03;E8_BTRIM03
evil8_trim/e8_btrim03b;E8_BTRIM03B
evil8_trim/e8_btrim04;E8_BTRIM04
evil8_trim/e8_btrim04b;E8_BTRIM04B
evil8_trim/e8_btrim05;E8_BTRIM05
evil8_trim/e8_btrim05b;E8_BTRIM05B
evil8_trim/e8basictrim_blue;E8BASICTRIM_BLU
evil8_trim/e8basictrim_red;E8BASICTRIM_RED
evil8_trim/e8basictrim2_blue;E8BASICTRIM2_BL
evil8_trim/e8basictrim2_red;E8BASICTRIM2_RE
evil8_trim/e8beam01;E8BEAM01
evil8_trim/e8beam01b;E8BEAM01B
evil8_trim/e8beam02;E8BEAM02
evil8_trim/e8bolttrim;E8BOLTTRIM
evil8_trim/e8bolttrimb;E8BOLTTRIMB
evil8_trim/e8cretesmlltrim;E8CRETESMLLTRIM
evil8_trim/e8cretesupport_blue;E8CRETESUPPORT_
evil8_trim/e8cretesupport_red;E8CRETESUPPOR00
evil8_trim/e8lighttrim;E8LIGHTTRIM
evil8_trim/e8lighttrim_b;E8LIGHTTRIM_B
evil8_trim/e8mtltrim;E8MTLTRIM
evil8_trim/e8mtltrim1;E8MTLTRIM1
evil8_trim/e8mtltrim1b;E8MTLTRIM1B
evil8_trim/e8mtltrim2;E8MTLTRIM2
evil8_trim/e8smlltrim1;E8SMLLTRIM1
evil8_trim/e8smlltrim1b;E8SMLLTRIM1B
evil8_trim/e8support01;E8SUPPORT01
evil8_trim/e8support01b;E8SUPPORT01B
evil8_trim/e8support01c;E8SUPPORT01C
evil8_trim/e8support02;E8SUPPORT02
evil8_trim/e8support02b;E8SUPPORT02B
evil8_trim/e8support02c;E8SUPPORT02C
evil8_trim/e8support03;E8SUPPORT03
evil8_trim/e8support03b;E8SUPPORT03B
evil8_trim/e8support03b_blue;E8SUPPORT03B_BL
evil8_trim/e8support03b_red;E8SUPPORT03B_RE
evil8_trim/e8support04_blue;E8SUPPORT04_BLU
evil8_trim/e8support04_red;E8SUPPORT04_RED
evil8_trim/e8support04b_blue;E8SUPPORT04B_BL
evil8_trim/e8support04b_red;E8SUPPORT04B_RE
evil8_trim/e8support05;E8SUPPORT05
evil8_trim/e8support06;E8SUPPORT06
evil8_trim/e8support06b;E8SUPPORT06B
evil8_trim/e8support06c;E8SUPPORT06C
evil8_trim/e8supporttrim01;E8SUPPORTTRIM01
evil8_trim/e8supporttrim01b;E8SUPPORTTRIM00
evil8_trim/e8trim_blue;E8TRIM_BLUE
evil8_trim/e8trim_red;E8TRIM_RED
evil8_trim/e8trim2_blue;E8TRIM2_BLUE00
evil8_trim/e8trim2_red;E8TRIM2_RED00
evil8_trim/e8trimlight;E8TRIMLIGHT00
evil8_trim/e8trimlight2_blue;E8TRIMLIGHT2_00
evil8_trim/e8trimlight2_red;E8TRIMLIGHT2_RE
evil8_trim/e8wrntrim;E8WRNTRIM
evil8_trim/e8wrntrim2;E8WRNTRIM2
evil8_trim/e8wrntrim2b;E8WRNTRIM2B
evil8_wall/e8_mtlwall1;E8_MTLWALL1
evil8_wall/e8_mtlwall1b;E8_MTLWALL1B
evil8_wall/e8_mtlwall2;E8_MTLWALL2
evil8_wall/e8_mtlwall3;E8_MTLWALL3
evil8_wall/e8_mtlwall3b;E8_MTLWALL3B00
evil8_wall/e8_mtlwall4;E8_MTLWALL4
evil8_wall/e8crete_pillar;E8CRETE_PILLAR
evil8_wall/e8crete_pillarb;E8CRETE_PILLARB
evil8_wall/e8crete_pillarc;E8CRETE_PILLARC
evil8_wall/e8crete03b;E8CRETE03B
evil8_wall/e8crete03c;E8CRETE03C
evil8_wall/e8crete03cc;E8CRETE03CC
evil8_wall/e8crete03d;E8CRETE03D
evil8_wall/e8crete03e;E8CRETE03E
evil8_wall/e8crete03f;E8CRETE03F
evil8_wall/e8crete03g;E8CRETE03G
fira3/baseboard09_o3_end;BASEBOARD09_O3_
fira3/iron01_ndark_end;IRON01_NDARK_EN
fira3/killblock_i2_end;KILLBLOCK_I2_EN
fira3/tesla1;TESLA1
focal/black_nodraw;BLACK_NODRAW
focal/cloud_edge;CLOUD_EDGE
focal/cloud_edge;CLOUD_EDGE00
focal/cloud_swirl4;CLOUD_SWIRL4
focal/cloud_swirl4;CLOUD_SWIRL400
focal/cloud_upper;CLOUD_UPPER
focal/env/sky_bk;SKY4
focal/env/sky_lf;SKY4
focal/env/sky_mask;SKY4
focal/env/sky_up;SKY4
focal/marker_dust;MARKER_DUST
focal/portal_pulse;PORTAL_PULSE
focal/stars;STARS
focal/stars_bright;STARS_BRIGHT
focal/stars_motion;STARS_MOTION
focal/stars_motionbright;STARS_MOTIONBRI
focal/weapon_dust;WEAPON_DUST
focal/x_jumppad_blue;X_JUMPPAD_BLUE
focal/x_jumppad_blue_grate;X_JUMPPAD_BLUE_
focal/x_jumppad_edge;X_JUMPPAD_EDGE
focal/x_light1_yellow;X_LIGHT1_YELLOW
focal/x_marker_cog;X_MARKER_COG
focal/x_marker_cogcenter;X_MARKER_COGCEN
focal/x_marker_focalcog;X_MARKER_FOCALC
focal/x_marker_focalswirl;X_MARKER_FOCALS
focal/x_sqr16;X_SQR16
focal/x_sqr24;X_SQR24
focal/x_sqr32;X_SQR32
focal/x_sqr64;X_SQR64
focal/x_sqrgrate;X_SQRGRATE
focal/x_sqrgrate32;X_SQRGRATE32
focal/x_step16;X_STEP16
focal/x_v016;X_V016
focal/x_v032;X_V032
focal/x_v032dark;X_V032DARK
focal/x_v048;X_V048
focal/x_v064;X_V064
focal/x_v064dark;X_V064DARK
focal/x_v128;X_V128
focal/x_v128dark;X_V128DARK
focal/x_v256;X_V256
focal/x_v256dark;X_V256DARK
G1ZM0/Black;BLACK
G1ZM0/Blk_laq1;BLK_LAQ1
G1ZM0/blue_laq1;BLUE_LAQ1
G1ZM0/bluemetal_2e;BLUEMETAL_2E
G1ZM0/Drag_b;DRAG_B
G1ZM0/Drag_r;DRAG_R
G1ZM0/Energy;ENERGY
G1ZM0/Energy1;ENERGY1
G1ZM0/fighting_spirit;FIGHTING_SPIRIT
G1ZM0/friendship;FRIENDSHIP
G1ZM0/Fuji;FUJI
G1ZM0/J_int;J_INT
G1ZM0/Lantern;LANTERN
G1ZM0/laq_shiny;LAQ_SHINY
G1ZM0/Pic1_b;PIC1_B
G1ZM0/Pic1_r;PIC1_R
G1ZM0/Red_laq1;RED_LAQ1
G1ZM0/Respect;RESPECT
G1ZM0/Roof_b;ROOF_B
G1ZM0/Roof_r;ROOF_R
G1ZM0/Sam_fog;SAM_FOG
G1ZM0/samurai_b;SAMURAI_B
G1ZM0/samurai_r;SAMURAI_R
G1ZM0/Tatami;TATAMI
G1ZM0/tilefloor6;TILEFLOOR60001
G1ZM0/Warrior;WARRIOR
G1ZM0/White;WHITE
G1ZM0/xstairtop4blt;XSTAIRTOP4BLT
g1zm0_floor/bouncepad_wood1;BOUNCEPAD_WOOD1
g1zm0_floor/tilefloor6;TILEFLOOR600002
g1zm0_floor/weapclip_noisy1;CLIP
g1zm0_floor/wood4a;WOOD4A00
g1zm0_glass/doorglass1;DOORGLASS1
g1zm0_glass/lighthouse1;LIGHTHOUSE1
g1zm0_glass/mermaid1;MERMAID1
g1zm0_glass/sailboat1;SAILBOAT1
g1zm0_glass/skylight1;SKYLIGHT100
g1zm0_misc/Black;BLACK00
g1zm0_misc/brass_shiny1;BRASS_SHINY1
g1zm0_misc/White;WHITE00
g1zm0_skies/g1z_blueclouds;G1Z_BLUECLOUDS
g1zm0_skies/g1z_dimclouds;G1Z_DIMCLOUDS
g1zm0_wall/blocks10_orig;BLOCKS10_ORIG
g1zm0_wall/column2g_test;COLUMN2G_TEST
g1zm0_wall/purptilec;PURPTILEC
g1zm0_wall/support2b_g;SUPPORT2B_G00
geit/arch_gold;ARCH_GOLD
geit/butterfly-1;BUTTERFLY-1
geit/ct_bluedm;CT_BLUEDM
geit/ct_combodm;CT_COMBODM
geit/ct_reddm;CT_REDDM
geit/Erde4;ERDE4
geit/flr_marble3_dm1;FLR_MARBLE3_DM1
geit/flr_marble5_dm1;FLR_MARBLE5_DM1
geit/g_egypt_beam_yellow;G_EGYPT_BEAM_YE
geit/g_egypt_blue;G_EGYPT_BLUE
geit/g_egypt_grey;G_EGYPT_GREY
geit/g_egypt_red;G_EGYPT_RED
geit/geit_terrain1_steep;GEIT_TERRAIN1_S
geit/geit3ctf2_beam;GEIT3CTF2_BEAM
geit/grass_dm1;GRASS_DM1
geit/grass_dm2;GRASS_DM2
geit/ld_eagle;LD_EAGLE
geit/lloydmdm2_grass1;LLOYDMDM2_GRASS
geit/nateweb;NATEWEB
geit/oldstone3_trim01_blue;OLDSTONE3_TRI00
geit/oldstone3_trim01_red;OLDSTONE3_TRI01
geit/Spider1;SPIDER1
geit/vines;VINES
geit/vines2;VINES2
geit/water04;#WATER04
gothic_block/block10d;BLOCK10D
gothic_block/blocks10;BLOCKS10
gothic_block/blocks11b;BLOCKS11B
gothic_block/blocks11bbroke;BLOCKS11BBROKE
gothic_block/blocks11bbroke3;BLOCKS11BBROKE3
gothic_block/blocks11d;BLOCKS11D
gothic_block/blocks15;BLOCKS1500
gothic_block/blocks15_blue;BLOCKS15_BLUE
gothic_block/blocks15_c;BLOCKS15_C
gothic_block/blocks15_iron_r;BLOCKS15_IRON_R
gothic_block/blocks15_relief1;BLOCKS15_RELIEF
gothic_block/blocks15_relief2;BLOCKS15_RELI00
gothic_block/blocks15b;BLOCKS15B
gothic_block/blocks15cgeomtrn;BLOCKS15CGEOMTR
gothic_block/blocks17;BLOCKS17
gothic_block/blocks17_ow;BLOCKS17_OW
gothic_block/blocks17bloody;BLOCKS17BLOODY
gothic_block/blocks17e;BLOCKS17E
gothic_block/blocks17g;BLOCKS17G
gothic_block/blocks17g_ow;BLOCKS17G_OW
gothic_block/blocks17g_owx;BLOCKS17G_OWX
gothic_block/blocks17i;BLOCKS17I
gothic_block/blocks17j;BLOCKS17J
gothic_block/blocks17k;BLOCKS17K
gothic_block/blocks17slime;#BLOCKS17SLIME
gothic_block/blocks18b;BLOCKS18B
gothic_block/blocks18b_ow;BLOCKS18B_OW
gothic_block/blocks18c;BLOCKS18C
gothic_block/blocks18c_1;BLOCKS18C_1
gothic_block/blocks18c_1a;BLOCKS18C_1A
gothic_block/blocks18c_2;BLOCKS18C_2
gothic_block/blocks18c_3;BLOCKS18C_3
gothic_block/blocks18c_3_evilwindow;BLOCKS18C_3_E00
gothic_block/blocks18cblood;BLOCKS18CBLOOD
gothic_block/blocks18cbloodhead;BLOCKS18CBLOODH
gothic_block/blocks18cgeom;BLOCKS18CGEOM
gothic_block/blocks18cgeomtrn2;BLOCKS18CGEOM01
gothic_block/blocks18cgeomtrnx;BLOCKS18CGEOM02
gothic_block/blocks18d;BLOCKS18D
gothic_block/blocks18e;BLOCKS18E
gothic_block/blocks18f;BLOCKS18F
gothic_block/blocks19;BLOCKS19
gothic_block/blocks20b;BLOCKS20B
gothic_block/blocks9;BLOCKS9
gothic_block/dark_block;DARK_BLOCK
gothic_block/demon_block15fx;DEMON_BLOCK15FX
gothic_block/gkc_larg_left;GKC_LARG_LEFT
gothic_block/gkc_large_right;GKC_LARGE_RIGHT
gothic_block/gkc10;GKC10
gothic_block/gkc14;GKC14
gothic_block/gkc14b;GKC14B
gothic_block/gkc14e;GKC14E
gothic_block/gkc15_big;GKC15_BIG
gothic_block/gkc15b;GKC15B
gothic_block/gkc15c;GKC15C
gothic_block/gkc16b;GKC16B
gothic_block/gkc17d;GKC17D
gothic_block/gkc17d;GKC17D00
gothic_block/gkc18a;GKC18A00
gothic_block/gkc18b;GKC18B
gothic_block/gkc19_wide_right;GKC19_WIDE_RIGH
gothic_block/gkc19a;GKC19A
gothic_block/gkc19b;GKC19B
gothic_block/gkc20_wide_right;GKC20_WIDE_RIGH
gothic_block/gkc20a;GKC20A
gothic_block/gkc20b;GKC20B
gothic_block/killblock;KILLBLOCK
gothic_block/killblock_i;KILLBLOCK_I
gothic_block/killblock_i2;KILLBLOCK_I2
gothic_block/killblock_i2_end;KILLBLOCK_I2_03
gothic_block/killblock_i3;KILLBLOCK_I3
gothic_block/killblock_i4;KILLBLOCK_I4
gothic_block/killblock_i4b;KILLBLOCK_I4
gothic_block/killblock_iron_b;KILLBLOCK_IRON_
gothic_block/killblock_j;KILLBLOCK_J
gothic_block/killblock_j2;KILLBLOCK_J2
gothic_block/killblock_k;KILLBLOCK_K
gothic_block/killblock_relief1;KILLBLOCK_RELIE
gothic_block/killblockgeomtrn;KILLBLOCKGEOMTR
gothic_block/killtrim;KILLTRIM
gothic_block/largerblock3blood;LARGERBLOCK3BLO
gothic_block/pulpywalla;PULPYWALLA
gothic_block/smblk3b3dim_wall;SMBLK3B3DIM_WAL
gothic_block/wetwall;WETWALL
gothic_block/windowevil2c_block18c;WINDOWEVIL2C_BL
gothic_block/windowevil2c_killblock;WINDOWEVIL2C_KI
gothic_block/x1blocks;X1BLOCKS
gothic_block/xblocks10;XBLOCKS10
gothic_block/xcurve_q3dm6;XCURVE_Q3DM6
gothic_block/xgkc_lower;XGKC_LOWER
gothic_block/xGkc15ba;XGKC15BA
gothic_button/timbutton;TIMBUTTON
gothic_button/timbutton2;TIMBUTTON2
gothic_button/timbuttonside;TIMBUTTONSIDE
gothic_cath/graycathflesh1L;GRAYCATHFLESH1L
gothic_cath/graycathflesh1R;GRAYCATHFLESH1R
gothic_cath/graycathflesh2L;GRAYCATHFLESH2L
gothic_cath/graycathflesh2R;GRAYCATHFLESH2R
gothic_cath/graycathflesh3L;GRAYCATHFLESH3L
gothic_cath/graycathflesh3R;GRAYCATHFLESH3R
gothic_cath/graycathflesh4L;GRAYCATHFLESH4L
gothic_cath/graycathflesh4R;GRAYCATHFLESH4R
gothic_cath/graycathflesh5L;GRAYCATHFLESH5L
gothic_cath/graycathflesh5R;GRAYCATHFLESH5R
gothic_cath/smalldoor_xiandm9a;SMALLDOOR_XIAND
gothic_cath/smalldoor_xiandm9f;SMALLDOOR_XIA00
gothic_cath/smalldoor_xiandm9i;SMALLDOOR_XIA01
gothic_cath/xiandm9doorc;XIANDM9DOORC
gothic_cath/xiandm9doore2;XIANDM9DOORE2
gothic_cath/xiandm9doore2_invert;XIANDM9DOORE2_I
gothic_ceiling/ceilingtech_big;CEILINGTECH_BIG
gothic_ceiling/ceilingtech01_c;CEILINGTECH0100
gothic_ceiling/ceilingtech01_f;CEILINGTECH01_F
gothic_ceiling/ceilingtech01_g;CEILINGTECH0101
gothic_ceiling/ceilingtech01_h;CEILINGTECH0102
gothic_ceiling/ceilingtech02_a;CEILINGTECH02_A
gothic_ceiling/ceilingtech02_b;CEILINGTECH0200
gothic_ceiling/ceilingtech02_bdark;CEILINGTECH0201
gothic_ceiling/ceilingtech02_c2;CEILINGTECH0202
gothic_ceiling/ceilingtech02_cdark;CEILINGTECH0203
gothic_ceiling/ceilingtech02_d;CEILINGTECH02_D
gothic_ceiling/ceilingtech03_afinal;CEILINGTECH03_A
gothic_ceiling/ceilingtechplain;CEILINGTECHPLAI
gothic_ceiling/stucco7top;STUCCO7TOP
gothic_ceiling/woodceiling1a;WOODCEILING1A
gothic_ceiling/woodceiling1b;WOODCEILING1B
gothic_ceiling/woodceiling1b_dark;WOODCEILING1B_D
gothic_ceiling/xstucco7top;XSTUCCO7TOP
gothic_door/arch_tall2a;ARCH_TALL2A
gothic_door/arch_tall2b;ARCH_TALL2B
gothic_door/archpart1;ARCHPART1
gothic_door/archpart10;ARCHPART10
gothic_door/archpart2;ARCHPART2
gothic_door/archpart6;ARCHPART6
gothic_door/archpart7;ARCHPART7
gothic_door/archpart8;ARCHPART8
gothic_door/archpart9;ARCHPART9
gothic_door/archxiandm1b;ARCHXIANDM1B
gothic_door/archxiandm1dblack;ARCHXIANDM1DBLA
gothic_door/big_skull_red;BIG_SKULL_RED
gothic_door/brick_door_c;BRICK_DOOR_C
gothic_door/door02_bred;DOOR02_BRED00
gothic_door/door02_bred2;DOOR02_BRED2
gothic_door/door02_eblue2;DOOR02_EBLUE2
gothic_door/door02_i_ornate5_fin;DOOR02_I_ORNA00
gothic_door/door02_j;DOOR02_J
gothic_door/door02_j3;DOOR02_J3
gothic_door/door02_j3;DOOR02_J300
gothic_door/door02_j4;DOOR02_J4
gothic_door/door02_k2b;DOOR02_K2B
gothic_door/door512_blocks11b;DOOR512_BLOCKS1
gothic_door/door512_blocks15;DOOR512_BLOCK00
gothic_door/door512_blocks18c_3;DOOR512_BLOCK01
gothic_door/km_arena1archfinalc;KM_ARENA1ARCHFI
gothic_door/km_arena1archfinalc_bot;KM_ARENA1ARCH00
gothic_door/km_arena1archfinalc_mid;KM_ARENA1ARCH01
gothic_door/km_arena1archfinalc_top;KM_ARENA1ARCH02
gothic_door/km_arena1archfinald_bot;KM_ARENA1ARCH03
gothic_door/km_arena1archfinald_mid;KM_ARENA1ARCH04
gothic_door/km_arena1archfinald_top;KM_ARENA1ARCH05
gothic_door/km_arena1archsmallfinala;KM_ARENA1ARCHSM
gothic_door/km_arena1columna2L;KM_ARENA1COLUMN
gothic_door/km_arena1columna2R;KM_ARENA1COLU00
gothic_door/little_door;LITTLE_DOOR
gothic_door/little_door2;LITTLE_DOOR2
gothic_door/metal_door_a;METAL_DOOR_A
gothic_door/metal_door_b;METAL_DOOR_B
gothic_door/metal_door_c;METAL_DOOR_C
gothic_door/metal_door_d;METAL_DOOR_D
gothic_door/metal_door2_a;METAL_DOOR2_A
gothic_door/metal_door2_b;METAL_DOOR2_B
gothic_door/metal_door2_c;METAL_DOOR2_C
gothic_door/metal_door2_d;METAL_DOOR2_D
gothic_door/skull_door_a;SKULL_DOOR_A
gothic_door/skull_door_b;SKULL_DOOR_B
gothic_door/skull_door_c;SKULL_DOOR_C
gothic_door/skull_door_d;SKULL_DOOR_D
gothic_door/skull_door_e;SKULL_DOOR_E
gothic_door/skull_door_f;SKULL_DOOR_F
gothic_door/skullarch_a;SKULLARCH_A
gothic_door/skullarch_b;SKULLARCH_B
gothic_door/skullarch_c;SKULLARCH_C
gothic_door/smalldoor_xiandm3a;SMALLDOOR_XIA02
gothic_door/tim_dmarch01;TIM_DMARCH01
gothic_door/tim_dmarch02;TIM_DMARCH02
gothic_door/tim_dmarch03;TIM_DMARCH03
gothic_door/xian_dm3arch;XIAN_DM3ARCH
gothic_door/xian_tourneyarch_bottom2;XIAN_TOURNEYARC
gothic_door/xian_tourneyarch_inside2;XIAN_TOURNEYA00
gothic_door/xian_tourneyarch_med1b;XIAN_TOURNEYA01
gothic_door/xian_tourneyarch_tall1c;XIAN_TOURNEYA02
gothic_door/xian_tourneyarch_tall1d;XIAN_TOURNEYA03
gothic_door/xian_tourneyarch_tall2b;XIAN_TOURNEYA04
gothic_door/xiandm3talldoor;XIANDM3TALLDOOR
gothic_door/xiandm3talldoorinside;XIANDM3TALLDO00
gothic_door/xiandm3talldoorleft;XIANDM3TALLDO01
gothic_door/xiandm3talldoorright;XIANDM3TALLDO02
gothic_floor/block3b3dim_broke;BLOCK3B3DIM_BRO
gothic_floor/blocks17floor;BLOCKS17FLOOR
gothic_floor/blocks17floor2;BLOCKS17FLOOR2
gothic_floor/blocks17floor3;BLOCKS17FLOOR3
gothic_floor/center2trn;CENTER2TRN
gothic_floor/goopq1metal7_98d;GOOPQ1METAL7_98
